sample	collection_date	region	collection_year	country	host	other
250117	2025-03-20	22	2025	France	swine	
250125	2025-03-28	22	2025	France	swine	
250126	2025-03-24	56	2025	France	swine	
250127	2025-03-25	56	2025	France	swine	
250157	2025-04-07	56	2025	France	swine	
250158	2025-04-10	22	2025	France	swine	
250164	2025-04-09	82	2025	France	swine	
250170	2025-04-16	22	2025	France	swine	
250171	2025-01-07	56	2025	France	swine	
250172	2025-01-24	22	2025	France	swine	
250173	2025-03-11	44	2025	France	swine	
250174	2025-03-12	59	2025	France	swine	
250189	2025-03-18	72	2025	France	swine	
250093	2024-11-04	53	2024	France	swine	
200491	2020-11-24	XX	2020	France	swine	
200500	2020-12-17	XX	2020	France	swine	
200503	2020-12-09	XX	2020	France	swine	
200504	2020-12-09	XX	2020	France	swine	
200506	2020-11-27	XX	2020	France	swine	
200509	2020-12-11	XX	2020	France	swine	
200511	2020-12-10	XX	2020	France	swine	
210031	2020-12-29	XX	2020	France	swine	
210034	2020-11-09	XX	2020	France	swine	
210035	2020-11-09	XX	2020	France	swine	
210036	2020-10-23	XX	2020	France	swine	
210037	2020-11-17	XX	2020	France	swine	
210038	2020-11-30	XX	2020	France	swine	
210048	2021-01-06	XX	2021	France	swine	
210049	2021-01-06	XX	2021	France	swine	
210052	2021-01-11	XX	2021	France	swine	
210054	2021-01-11	XX	2021	France	swine	
210056	2021-01-11	XX	2021	France	swine	
210059	2020-09-01	XX	2020	France	swine	
210059	2020-09-14	XX	2020	France	swine	
210059	2020-10-07	XX	2020	France	swine	
210059	2020-12-21	XX	2020	France	swine	
210060	2020-12-17	XX	2020	France	swine	
210060	2021-XX-XX	XX	2021	France	swine	
210064	2021-01-15	XX	2021	France	swine	
210072	2021-01-21	XX	2021	France	swine	
210073	2021-01-18	XX	2021	France	swine	
210074	2021-01-14	XX	2021	France	swine	
210081	2021-01-26	XX	2021	France	swine	
210088	2021-01-18	XX	2021	France	swine	
210105	2021-XX-XX	XX	2021	France	swine	
210106	2021-XX-XX	XX	2021	France	swine	
210107	2021-02-04	XX	2021	France	swine	
210118	2021-02-04	XX	2021	France	swine	
210120	2020-12-16	XX	2020	France	swine	
210121	2020-11-18	XX	2020	France	swine	
210122	2020-12-23	XX	2020	France	swine	
210123	2020-12-29	XX	2020	France	swine	
210125	2020-12-31	XX	2020	France	swine	
210126	2020-12-24	XX	2020	France	swine	
210127	2020-12-15	XX	2020	France	swine	
210128	2021-01-11	XX	2021	France	swine	
210138	2021-02-02	XX	2021	France	swine	
210141	2021-02-15	XX	2021	France	swine	
210142	2021-02-16	XX	2021	France	swine	
210143	2021-02-16	XX	2021	France	swine	
210164	2021-02-19	XX	2021	France	swine	
210166	2021-02-24	XX	2021	France	swine	
210174	2021-02-25	XX	2021	France	swine	
210175	2021-02-25	XX	2021	France	swine	
210181	2021-02-21	XX	2021	France	swine	
210188	2021-03-19	XX	2021	France	swine	
210229	2021-03-24	XX	2021	France	swine	
210230	2021-03-23	XX	2021	France	swine	
210231	2021-03-22	XX	2021	France	swine	
210159	2021-XX-XX	XX	2021	France	swine	
210160	2021-XX-XX	XX	2021	France	swine	
210162	2021-XX-XX	XX	2021	France	swine	
210163	2021-XX-XX	XX	2021	France	swine	
210236	2021-01-04	XX	2021	France	swine	
210251	2021-01-10	XX	2021	France	swine	
210253	2021-02-02	XX	2021	France	swine	
210256	2021-02-17	XX	2021	France	swine	
210257	2021-01-28	XX	2021	France	swine	
210258	2021-03-21	XX	2021	France	swine	
210261	2021-03-04	XX	2021	France	swine	
210262	2021-03-18	XX	2021	France	swine	
210266	2021-04-08	XX	2021	France	swine	
210289	2021-04-01	XX	2021	France	swine	
210290	2021-04-19	XX	2021	France	swine	
210293	2021-04-17	XX	2021	France	swine	
210294	2021-04-26	XX	2021	France	swine	
210299	2021-03-11	XX	2021	France	swine	
210303	2021-02-09	XX	2021	France	swine	
210304	2020-11-03	XX	2020	France	swine	
210312	2021-03-03	XX	2021	France	swine	
210315	2021-03-29	XX	2021	France	swine	
210316	2021-03-25	XX	2021	France	swine	
210320	2021-04-30	XX	2021	France	swine	
210321	2021-04-30	XX	2021	France	swine	
210322	2021-05-05	XX	2021	France	swine	
210324	2021-04-28	XX	2021	France	swine	
210325	2021-XX-XX	XX	2021	France	swine	
210349	2021-05-12	XX	2021	France	swine	
210350	2021-05-07	XX	2021	France	swine	
210367	2021-05-14	XX	2021	France	swine	
210369	2021-05-19	XX	2021	France	swine	
210371	2021-05-20	XX	2021	France	swine	
210384	2021-05-31	XX	2021	France	swine	
210396	2021-06-18	XX	2021	France	swine	
210397	2021-06-18	XX	2021	France	swine	
210400	2021-03-17	XX	2021	France	swine	
210401	2021-04-01	XX	2021	France	swine	
210406	2021-04-16	XX	2021	France	swine	
210407	2021-05-14	XX	2021	France	swine	
210409	2021-06-10	XX	2021	France	swine	
210410	2021-XX-XX	XX	2021	France	swine	
210412	2021-06-29	XX	2021	France	swine	
210416	2021-06-28	XX	2021	France	swine	
210425	2021-07-28	XX	2021	France	swine	
210428	2021-08-09	XX	2021	France	swine	
210429	2021-08-09	XX	2021	France	swine	
210432	2021-08-13	XX	2021	France	swine	
210433	2021-08-18	XX	2021	France	swine	
210438	2021-08-26	XX	2021	France	swine	
210439	2021-08-27	XX	2021	France	swine	
210445	2021-08-26	XX	2021	France	swine	
210448	2021-05-11	XX	2021	France	swine	
210449	2021-05-06	XX	2021	France	swine	
210450	2021-04-19	XX	2021	France	swine	
210452	2021-06-15	XX	2021	France	swine	
210453	2021-06-17	XX	2021	France	swine	
210455	2021-09-13	XX	2021	France	swine	
210441	2021-XX-XX	XX	2021	France	swine	
210458	2021-09-07	XX	2021	France	swine	
210460	2021-09-16	XX	2021	France	swine	
210461	2021-09-13	XX	2021	France	swine	
210463	2021-09-13	XX	2021	France	swine	
210466	2021-09-23	XX	2021	France	swine	
210469	2021-09-22	XX	2021	France	swine	
210470	2021-09-17	XX	2021	France	swine	
210472	2021-06-13	XX	2021	France	swine	
210473	2021-06-25	XX	2021	France	swine	
210474	2021-07-01	XX	2021	France	swine	
210475	2021-07-21	XX	2021	France	swine	
210476	2021-08-03	XX	2021	France	swine	
210478	2021-07-21	XX	2021	France	swine	
210479	2021-06-02	XX	2021	France	swine	
210480	2021-08-09	XX	2021	France	swine	
210488	2021-09-24	XX	2021	France	swine	
210489	2021-09-29	XX	2021	France	swine	
210499	2021-08-18	XX	2021	France	swine	
210502	2021-10-11	XX	2021	France	swine	
210503	2021-10-13	XX	2021	France	swine	
210504	2021-10-14	XX	2021	France	swine	
210510	2021-10-20	XX	2021	France	swine	
210514	2021-10-25	XX	2021	France	swine	
210516	2021-11-08	XX	2021	France	swine	
210517	2021-09-01	XX	2021	France	swine	
210523	2021-11-15	XX	2021	France	swine	
210524	2021-11-09	XX	2021	France	swine	
210532	2021-11-15	XX	2021	France	swine	
210539	2021-11-26	XX	2021	France	swine	
210540	2021-11-29	XX	2021	France	swine	
210547	2021-11-26	XX	2021	France	swine	
210552	2021-11-17	XX	2021	France	swine	
210553	2021-09-28	XX	2021	France	swine	
210554	2021-08-04	XX	2021	France	swine	
210555	2021-09-21	XX	2021	France	swine	
210556	2021-07-05	XX	2021	France	swine	
210557	2021-12-08	XX	2021	France	swine	
210559	2021-12-09	XX	2021	France	swine	
210560	2021-12-02	XX	2021	France	swine	
210562	2021-11-29	XX	2021	France	swine	
210564	2021-12-10	XX	2021	France	swine	
210565	2021-12-13	XX	2021	France	swine	
210566	2021-12-13	XX	2021	France	swine	
210568	2021-12-08	XX	2021	France	swine	
210569	2021-12-09	XX	2021	France	swine	
210655	2021-12-10	XX	2021	France	swine	
210658	2021-12-14	XX	2021	France	swine	
210659	2021-12-17	XX	2021	France	swine	
210662	2021-12-09	XX	2021	France	swine	
210664	2021-11-22	XX	2021	France	swine	
210667	2021-12-13	XX	2021	France	swine	
210675	2021-12-21	XX	2021	France	swine	
220005	2021-12-24	XX	2021	France	swine	
220015	2022-01-06	XX	2022	France	swine	
220018	2022-01-03	XX	2022	France	swine	
220019	2022-01-03	XX	2022	France	swine	
220020	2022-01-05	XX	2022	France	swine	
220022	2022-01-03	XX	2022	France	swine	
220032	2022-01-03	XX	2022	France	swine	
220037	2021-12-30	XX	2021	France	swine	
220039	2022-01-17	XX	2022	France	swine	
220040	2022-01-18	XX	2022	France	swine	
220044	2022-01-27	XX	2022	France	swine	
220047	2022-01-14	XX	2022	France	swine	
220057	2022-01-20	XX	2022	France	swine	
220068	2022-01-21	XX	2022	France	swine	
220071	2022-01-31	XX	2022	France	swine	
220075	2022-01-31	XX	2022	France	swine	
220080	2022-02-09	XX	2022	France	swine	
220083	2022-02-12	XX	2022	France	swine	
220090	2022-02-16	XX	2022	France	swine	
220091	2022-02-16	XX	2022	France	swine	
220093	2022-02-23	XX	2022	France	swine	
220094	2022-02-23	XX	2022	France	swine	
220095	2022-02-23	XX	2022	France	swine	
220097	2022-02-23	XX	2022	France	swine	
220100	2022-02-24	XX	2022	France	swine	
220102	2022-02-24	XX	2022	France	swine	
220113	2021-11-23	XX	2021	France	swine	
220114	2021-12-17	XX	2021	France	swine	
220115	2021-12-02	XX	2021	France	swine	
220116	2021-12-15	XX	2021	France	swine	
220117	2021-12-21	XX	2021	France	swine	
220118	2021-12-15	XX	2021	France	swine	
220120	2021-12-27	XX	2021	France	swine	
220121	2022-02-22	XX	2022	France	swine	
220123	2022-03-01	XX	2022	France	swine	
220125	2022-03-07	XX	2022	France	swine	
220137	2022-03-10	XX	2022	France	swine	
220159	2022-03-09	XX	2022	France	swine	
220160	2022-03-16	XX	2022	France	swine	
220175	2022-01-31	XX	2022	France	swine	
220208	2022-03-29	XX	2022	France	swine	
220209	2022-03-31	XX	2022	France	swine	
220210	2022-03-31	XX	2022	France	swine	
220227	2022-03-29	XX	2022	France	swine	
220228	2022-03-28	XX	2022	France	swine	
220262	2022-03-29	XX	2022	France	swine	
220263	2022-04-01	XX	2022	France	swine	
220264	2022-03-29	XX	2022	France	swine	
220296	2022-03-22	XX	2022	France	swine	
220297	2022-04-13	XX	2022	France	swine	
220302	2022-04-14	XX	2022	France	swine	
220331	2022-04-25	XX	2022	France	swine	
220346	2022-05-02	XX	2022	France	swine	
220360	2022-05-06	XX	2022	France	swine	
220371	2022-03-18	XX	2022	France	swine	
220372	2022-02-04	XX	2022	France	swine	
220376	2022-02-18	XX	2022	France	swine	
220378	2022-03-15	XX	2022	France	swine	
220379	2022-04-04	XX	2022	France	swine	
220401	2022-05-30	XX	2022	France	swine	
220406	2022-03-12	XX	2022	France	swine	
220414	2022-05-20	XX	2022	France	swine	
220436	2022-06-20	XX	2022	France	swine	
220449	2022-04-11	XX	2022	France	swine	
220450	2022-03-25	XX	2022	France	swine	
220516	2022-08-18	XX	2022	France	swine	
220522	2022-08-12	XX	2022	France	swine	
220523	2022-08-09	XX	2022	France	swine	
220526	2022-08-05	XX	2022	France	swine	
220528	2022-08-22	XX	2022	France	swine	
220529	2022-05-20	XX	2022	France	swine	
220530	2022-08-22	XX	2022	France	swine	
220535	2022-05-30	XX	2022	France	swine	
220537	2022-06-20	XX	2022	France	swine	
220538	2022-05-18	XX	2022	France	swine	
220539	2022-06-13	XX	2022	France	swine	
220543	2022-09-12	XX	2022	France	swine	
220544	2022-09-12	XX	2022	France	swine	
220558	2022-09-21	XX	2022	France	swine	
220559	2022-09-22	XX	2022	France	swine	
220560	2022-09-22	XX	2022	France	swine	
220616	2022-09-23	XX	2022	France	swine	
220617	2022-09-29	XX	2022	France	swine	
220620	2022-09-29	XX	2022	France	swine	
220621	2022-08-23	XX	2022	France	swine	
220619	2022-10-10	XX	2022	France	swine	
220633	2022-10-13	XX	2022	France	swine	
220634	2022-10-13	XX	2022	France	swine	
220635	2022-10-18	XX	2022	France	swine	
220638	2022-10-27	XX	2022	France	swine	
220639	2022-11-02	XX	2022	France	swine	
220640	2022-07-21	XX	2022	France	swine	
220641	2022-07-13	XX	2022	France	swine	
220642	2022-07-21	XX	2022	France	swine	
220643	2022-07-19	XX	2022	France	swine	
220644	2022-07-19	XX	2022	France	swine	
220645	2022-08-02	XX	2022	France	swine	
220646	2022-09-06	XX	2022	France	swine	
220647	2022-08-02	XX	2022	France	swine	
220649	2022-10-03	XX	2022	France	swine	
220650	2022-11-07	XX	2022	France	swine	
220652	2022-11-16	XX	2022	France	swine	
220657	2022-11-16	XX	2022	France	swine	
220658	2022-11-09	XX	2022	France	swine	
220662	2022-11-21	XX	2022	France	swine	
220663	2022-09-16	XX	2022	France	swine	
220665	2022-08-24	XX	2022	France	swine	
220668	2022-11-18	XX	2022	France	swine	
220673	2022-11-14	XX	2022	France	swine	
220676	2022-10-20	XX	2022	France	swine	
220677	2022-09-27	XX	2022	France	swine	
220678	2022-10-18	XX	2022	France	swine	
220683	2022-12-07	XX	2022	France	swine	
220684	2022-12-01	XX	2022	France	swine	
220686	2022-11-30	XX	2022	France	swine	
220688	2022-12-05	XX	2022	France	swine	
220689	2022-12-07	XX	2022	France	swine	
220690	2022-12-09	XX	2022	France	swine	
220700	2022-10-18	XX	2022	France	swine	
220692	2022-10-10	XX	2022	France	swine	
220693	2022-10-18	XX	2022	France	swine	
220694	2022-10-10	XX	2022	France	swine	
220695	2022-09-29	XX	2022	France	swine	
220696	2022-10-21	XX	2022	France	swine	
220697	2022-09-29	XX	2022	France	swine	
220705	2022-08-18	XX	2022	France	swine	
220708	2022-12-19	XX	2022	France	swine	
220709	2022-12-13	XX	2022	France	swine	
220710	2022-12-08	XX	2022	France	swine	
220711	2022-12-13	XX	2022	France	swine	
220712	2022-12-21	XX	2022	France	swine	
230001	2022-12-22	XX	2022	France	swine	
230002	2022-12-27	XX	2022	France	swine	
230069	2022-10-27	XX	2022	France	swine	
230092	2022-11-30	XX	2022	France	swine	
230093	2022-11-23	XX	2022	France	swine	
230095	2022-11-15	XX	2022	France	swine	
230109	2022-11-17	XX	2022	France	swine	
230110	2022-11-25	XX	2022	France	swine	
230111	2022-10-31	XX	2022	France	swine	
230122	2023-02-03	XX	2023	France	swine	
230153	2023-02-27	XX	2023	France	swine	
230172	2023-03-03	XX	2023	France	swine	
230182	2022-12-18	XX	2022	France	swine	
230185	2023-03-13	XX	2023	France	swine	
230189	2023-03-14	XX	2023	France	swine	
230191	2023-03-03	XX	2023	France	swine	
230193	2023-03-14	XX	2023	France	swine	
230207	2023-03-27	XX	2023	France	swine	
230208	2023-03-28	XX	2023	France	swine	
230219	2023-03-30	XX	2023	France	swine	
230220	2022-11-24	XX	2022	France	swine	
230221	2022-12-22	XX	2022	France	swine	
230222	2023-03-31	XX	2023	France	swine	
230225	2022-12-15	XX	2022	France	swine	
230226	2022-12-14	XX	2022	France	swine	
230227	2022-12-14	XX	2022	France	swine	
230275	2023-04-12	XX	2023	France	swine	
230278	2023-04-14	XX	2023	France	swine	
230279	2023-04-14	XX	2023	France	swine	
230328	2023-04-28	XX	2023	France	swine	
230337	2023-05-12	XX	2023	France	swine	
230338	2023-05-12	XX	2023	France	swine	
230342	2023-05-15	XX	2023	France	swine	
230343	2023-05-15	XX	2023	France	swine	
230352	2023-05-24	XX	2023	France	swine	
230353	2023-05-24	XX	2023	France	swine	
230397	2023-06-14	XX	2023	France	swine	
230403	2023-06-19	XX	2023	France	swine	
230432	2023-07-24	XX	2023	France	swine	
230441	2023-08-16	XX	2023	France	swine	
230468	2023-09-05	XX	2023	France	swine	
230528	2023-10-03	XX	2023	France	swine	
230539	2023-10-10	XX	2023	France	swine	
230540	2023-10-10	XX	2023	France	swine	
230544	2023-10-11	XX	2023	France	swine	
230545	2023-10-11	XX	2023	France	swine	
230546	2023-10-12	XX	2023	France	swine	
230547	2023-10-12	XX	2023	France	swine	
230548	2023-10-12	XX	2023	France	swine	
230567	2023-10-20	XX	2023	France	swine	
230568	2023-10-20	XX	2023	France	swine	
230569	2023-10-23	XX	2023	France	swine	
230579	2023-10-25	XX	2023	France	swine	
230599	2023-11-21	XX	2023	France	swine	
230627	2023-11-30	XX	2023	France	swine	
230628	2023-11-30	XX	2023	France	swine	
230630	2023-12-01	XX	2023	France	swine	
230631	2023-11-30	XX	2023	France	swine	
230644	2023-12-11	XX	2023	France	swine	
230645	2023-12-14	XX	2023	France	swine	
230668	2023-12-27	XX	2023	France	swine	
240026	2024-01-16	56	2024	France	swine	
240030	2024-01-17	56	2024	France	swine	
240031	2024-01-17	56	2024	France	swine	
240048	2024-01-26	35	2024	France	swine	
240057	2024-01-29	35	2024	France	swine	
240058	2024-01-29	35	2024	France	swine	
240061	2024-01-31	35	2024	France	swine	
240062	2024-01-31	35	2024	France	swine	
240063	2024-02-01	29	2024	France	swine	
240064	2024-02-01	29	2024	France	swine	
240107	2024-01-15	56	2024	France	swine	
240140	2024-02-28	29	2024	France	swine	
240141	2024-02-28	29	2024	France	swine	
240142	2024-02-28	29	2024	France	swine	
240143	2024-02-28	29	2024	France	swine	
240155	2024-03-04	22	2024	France	swine	
240157	2024-03-04	22	2024	France	swine	
240160	2024-03-05	35	2024	France	swine	
240168	2024-03-06	22	2024	France	swine	
240169	2024-03-06	22	2024	France	swine	
240171	2024-03-07	35	2024	France	swine	
240177	2024-03-08	22	2024	France	swine	
240178	2024-03-08	22	2024	France	swine	
240186	2023-10-24	76	2023	France	swine	
240201	2024-03-15	22	2024	France	swine	
240206	2024-03-18	22	2024	France	swine	
240207	2024-03-18	22	2024	France	swine	
240225	2024-03-25	29	2024	France	swine	
240226	2024-03-25	29	2024	France	swine	
240239	2024-03-26	35	2024	France	swine	
240260	2024-04-08	29	2024	France	swine	
240269	2024-04-10	29	2024	France	swine	
240280	2024-04-16	22	2024	France	swine	
240314	2024-04-25	22	2024	France	swine	
240316	2024-05-13	22	2024	France	swine	
240328	2024-05-22	22	2024	France	swine	
240343	2024-05-28	50	2024	France	swine	
240347	2024-05-30	22	2024	France	swine	
240353	2024-06-11	56	2024	France	swine	
240357	2024-06-18	56	2024	France	swine	
240359	2024-06-24	29	2024	France	swine	
240373	2024-06-27	56	2024	France	swine	
240374	2024-06-28	01	2024	France	swine	
240553	2024-11-25	29	2024	France	swine	
240567	2024-11-27	56	2024	France	swine	
250012	2025-01-01	64	2025	France	swine	
250033	2025-01-01	59	2025	France	swine	
250046	2025-01-01	XX	2025	France	swine	
250094	2024-11-04	53	2024	France	swine	
250096	2025-01-01	29	2025	France	swine	
250097	2025-01-01	29	2025	France	swine	
250098	2025-01-01	29	2025	France	swine	
250165	2025-02-25	XX	2025	France	swine	
250166	2025-02-25	XX	2025	France	swine	
250167	2025-01-28	XX	2025	France	swine	
250168	2025-03-25	XX	2025	France	swine	
250178	2025-04-22	22	2025	France	swine	
250179	2025-04-18	29	2025	France	swine	
250180	2025-04-24	22	2025	France	swine	
250183	2025-03-31	76	2025	France	swine	
250184	2025-03-31	76	2025	France	swine	
250190	2025-05-28	29	2025	France	swine	
250192	2025-05-05	35	2025	France	swine	
250193	2025-05-05	35	2025	France	swine	
250194	2025-05-06	22	2025	France	swine	
250195	2025-04-04	50	2025	France	swine	
250197	2025-05-07	64	2025	France	swine	
